Voltage Range (V): ,0.9,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
26.4440, ovf, 5.57, ovf, 5.82, ovf, 5.95, ovf, 5.28, -19.80, 1030.43, 82869152.00, -6.00, 0.14, 6.31, 0.34, 0.00, ovf, ovf, 7.3628, 8.8338, nan, -10.2035, 3.5313, 0.0035, 0
27.8360, ovf, 5.49, ovf, 5.81, ovf, 5.97, ovf, 5.29, -9.83, 518.36, 41434576.00, -6.00, 0.14, 6.30, 0.30, 0.00, ovf, ovf, 7.4245, 8.8833, nan, -9.3275, 3.4313, 0.0018, 0
29.2290, ovf, 5.44, ovf, 5.81, ovf, 5.99, ovf, 5.35, -4.85, 262.33, 20717288.00, -6.00, 0.14, 6.30, 0.27, 0.05, ovf, ovf, 7.4552, 8.9923, nan, -8.4208, 3.4798, 0.0462, 0
30.6210, ovf, 5.32, ovf, 5.90, ovf, 5.99, ovf, 5.27, -2.36, 134.37, 10358644.00, -6.00, 0.14, 6.30, 0.23, 0.03, ovf, ovf, 7.4707, 8.8783, nan, -7.4987, 3.4540, 0.0231, 0
32.0140, ovf, 5.26, ovf, 5.85, ovf, 6.00, ovf, 5.34, -1.11, 70.38, 5179322.00, -5.95, 0.14, 6.30, 0.19, 0.06, ovf, ovf, 7.4783, 9.0742, nan, -6.5219, 3.4413, 0.0397, 0
33.4050, ovf, 5.13, ovf, 5.83, ovf, 5.95, ovf, 5.32, -0.49, 38.44, 2589661.00, -5.97, 0.14, 6.30, 0.15, 0.03, ovf, ovf, 7.4197, 9.0035, nan, -5.6117, 3.4846, 0.0198, 0
34.7980, ovf, 4.67, ovf, 5.76, ovf, 5.92, ovf, 5.26, -0.18, 22.47, 1294830.50, -5.94, 0.14, 6.30, 0.11, 0.02, ovf, ovf, 7.3906, 8.8838, nan, -4.6565, 3.4080, 0.0099, 0
36.1900, ovf, 4.78, ovf, 5.78, ovf, 5.86, ovf, 5.23, -0.03, 14.44, 647415.25, -5.97, 0.14, 6.25, 0.07, 0.01, ovf, ovf, 7.3135, 8.8647, nan, -3.7414, 3.3917, 0.0050, 0
37.5820, ovf, 4.79, ovf, 5.79, ovf, 5.93, ovf, 5.26, 0.05, 10.42, 323707.68, -5.93, 0.14, 6.28, 0.04, 0.00, ovf, ovf, 7.3530, 8.9816, nan, -2.7995, 3.4101, 0.0025, 0
38.9740, ovf, 4.65, ovf, 5.80, ovf, 5.97, ovf, 5.23, 0.09, 8.41, 161853.87, -5.92, 0.14, 6.24, 0.02, 0.00, ovf, ovf, 7.4196, 8.8730, nan, -1.8222, 3.3927, 0.0012, 0
40.3670, ovf, 4.62, ovf, 5.80, ovf, 5.93, ovf, 5.22, 0.11, 7.40, 80926.94, -5.86, 0.14, 6.27, 0.01, 0.05, ovf, ovf, 7.3906, 8.8591, nan, -0.9179, 3.3622, 0.0006, 0
41.7580, ovf, 4.56, ovf, 5.80, ovf, 5.92, ovf, 5.21, 0.12, 6.85, 40463.47, -5.88, 0.14, 6.23, 0.00, 0.03, ovf, ovf, 7.3759, 8.8523, nan, -0.4659, 3.3202, 0.0003, 0
43.1500, ovf, 4.58, ovf, 5.85, ovf, 5.91, ovf, 5.20, 0.13, 6.63, 20231.74, -5.94, 0.14, 6.32, 0.00, 0.06, ovf, ovf, 7.7843, 8.8490, nan, -0.2397, 3.4022, 0.0002, 0
44.5410, ovf, 4.49, ovf, 5.82, ovf, 5.85, ovf, 5.20, 0.13, 6.51, 10115.87, -5.97, 0.14, 6.26, 0.00, 0.08, ovf, ovf, 8.4168, 8.8067, nan, -0.1269, 3.4372, 0.0001, 0
45.9330, ovf, 4.55, ovf, 5.76, ovf, 5.88, ovf, 5.20, 0.13, 6.46, 5057.93, -5.93, 0.14, 6.23, 0.00, 0.09, ovf, ovf, 8.7658, 9.1918, nan, -0.0702, 3.3579, 0.0000, 0
47.3250, ovf, 4.47, ovf, 5.83, ovf, 5.84, ovf, 5.15, 0.13, 6.38, 2528.97, -5.97, 0.14, 6.31, 0.00, 0.10, ovf, ovf, 8.8169, 9.2925, nan, -0.0419, 3.3711, 0.0000, 0
48.7170, ovf, 4.49, ovf, 5.77, ovf, 5.82, ovf, 5.13, 0.13, 6.39, 1264.48, -5.88, 0.14, 6.26, 0.00, 0.10, ovf, ovf, 8.8425, 9.3426, nan, -0.0276, 3.3248, 0.0000, 0
50.1090, ovf, 4.44, ovf, 5.73, ovf, 5.81, ovf, 5.11, 0.13, 6.39, 632.24, -5.94, 0.14, 6.28, 0.00, 0.05, ovf, ovf, 8.9458, 9.3678, nan, -0.0209, 3.3765, 0.0000, 0
51.5010, ovf, 4.32, ovf, 5.77, ovf, 5.80, ovf, 5.11, 0.13, 6.40, 316.12, -5.92, 0.14, 6.29, 0.00, 0.07, ovf, ovf, 8.9976, 9.3803, nan, -0.0173, 3.4041, 0.0000, 0
52.8920, ovf, 4.36, ovf, 5.78, ovf, 5.80, ovf, 5.05, 0.13, 6.40, 158.06, -5.91, 0.14, 6.24, 0.00, 0.09, ovf, ovf, 8.9327, 9.3337, nan, -0.0156, 3.4383, 0.0000, 0
54.2840, ovf, 4.38, ovf, 5.79, ovf, 5.85, ovf, 5.03, 0.13, 6.40, 79.03, -5.96, 0.14, 6.22, 0.00, 0.04, ovf, ovf, 9.0237, 9.2713, nan, -0.0148, 3.3584, 0.0000, 0
55.6750, ovf, 4.39, ovf, 5.80, ovf, 5.83, ovf, 4.81, 0.13, 6.40, 39.52, -5.98, 0.14, 6.21, 0.00, 0.07, ovf, ovf, 8.9912, 8.8720, nan, -0.0144, 3.3186, 0.0000, 0
57.0670, ovf, 4.30, ovf, 5.70, ovf, 5.81, ovf, 4.71, 0.13, 6.35, 19.76, -5.94, 0.14, 6.21, 0.00, 0.09, ovf, ovf, 9.0203, 8.6723, nan, -0.0141, 3.3470, 0.0000, 0
58.4590, ovf, 4.35, ovf, 5.70, ovf, 5.81, ovf, 4.65, 0.13, 6.37, 9.88, -5.97, 0.14, 6.20, -0.00, 0.09, ovf, ovf, 9.0348, 8.9319, nan, -0.0141, 3.3127, 0.0000, 0
59.8500, ovf, 4.27, ovf, 5.65, ovf, 5.85, ovf, 4.63, 0.13, 6.39, 4.94, -5.93, 0.14, 6.25, -0.00, 0.10, ovf, ovf, 9.0748, 9.4211, nan, -0.0138, 3.3722, 0.0000, 0
61.2420, ovf, 4.19, ovf, 5.62, ovf, 5.83, ovf, 4.71, 0.13, 6.34, 2.47, -5.97, 0.14, 6.23, -0.00, 0.05, ovf, ovf, 9.0168, 9.8812, nan, -0.0140, 3.3255, 0.0000, 0
62.6340, ovf, 4.24, ovf, 5.71, ovf, 5.81, ovf, 4.76, 0.13, 6.32, 1.24, -5.93, 0.14, 6.21, -0.00, 0.07, ovf, ovf, 9.0331, 10.1112, nan, -0.0139, 3.3020, -0.0000, 0
64.0250, ovf, 4.32, ovf, 5.76, ovf, 5.81, ovf, 4.78, 0.13, 6.36, 0.62, -5.97, 0.14, 6.21, -0.00, 0.09, ovf, ovf, 9.0412, 10.2261, nan, -0.0139, 3.3388, -0.0000, 0
65.4170, ovf, 4.46, ovf, 5.73, ovf, 5.80, ovf, 4.79, 0.13, 6.38, 0.31, -5.98, 0.14, 6.25, -0.00, 0.14, ovf, ovf, 9.0453, 10.2835, nan, -0.0137, 3.3351, -0.0000, 0
66.8080, ovf, 4.38, ovf, 5.66, ovf, 5.80, ovf, 4.79, 0.13, 6.34, 0.15, -5.99, 0.14, 6.23, -0.00, 0.07, ovf, ovf, 9.0473, 10.3123, nan, -0.0139, 3.3069, -0.0000, 0
68.2000, ovf, 4.49, ovf, 5.68, ovf, 5.80, ovf, 4.80, 0.13, 6.37, 0.08, -5.95, 0.14, 6.21, -0.00, 0.04, ovf, ovf, 8.9577, 10.3266, nan, -0.0139, 3.3413, -0.0000, 0
69.5920, ovf, 4.45, ovf, 5.69, ovf, 5.80, ovf, 4.85, 0.13, 6.39, 0.04, -5.97, 0.14, 6.26, -0.00, 0.02, ovf, ovf, 9.0037, 10.4413, nan, -0.0140, 3.3363, -0.0000, 0
70.9830, ovf, 4.47, ovf, 5.65, ovf, 5.80, ovf, 4.87, 0.13, 6.34, 0.02, -5.94, 0.14, 6.23, -0.00, 0.11, ovf, ovf, 8.9812, 10.4989, nan, -0.0138, 3.3075, -0.0000, 0
72.3750, ovf, 4.44, ovf, 5.62, ovf, 5.85, ovf, 4.84, 0.13, 6.37, 0.01, -5.97, 0.14, 6.26, -0.00, 0.05, ovf, ovf, 9.0481, 10.4199, nan, -0.0137, 3.3196, -0.0000, 0
73.7670, ovf, 4.37, ovf, 5.61, ovf, 5.83, ovf, 4.82, 0.13, 6.44, 0.01, -5.98, 0.14, 6.23, -0.00, 0.08, ovf, ovf, 9.0034, 10.3805, nan, -0.0139, 3.2992, -0.0000, 0
75.1590, ovf, 4.38, ovf, 5.66, ovf, 5.81, ovf, 4.81, 0.13, 6.42, 0.00, -5.99, 0.14, 6.17, -0.00, 0.09, ovf, ovf, 9.0264, 10.3606, nan, -0.0140, 3.3109, -0.0000, 0
76.5510, ovf, 4.49, ovf, 5.63, ovf, 5.81, ovf, 4.80, 0.13, 6.41, 0.00, -5.95, 0.14, 6.13, -0.00, 0.14, ovf, ovf, 8.9926, 10.3508, nan, -0.0139, 3.3168, -0.0000, 0
77.9420, ovf, 4.45, ovf, 5.61, ovf, 5.70, ovf, 4.80, 0.13, 6.35, 0.00, -5.97, 0.14, 6.17, -0.00, 0.12, ovf, ovf, 8.8212, 10.3459, nan, -0.0140, 3.3462, -0.0000, 0
79.3340, ovf, 4.47, ovf, 5.61, ovf, 5.75, ovf, 4.80, 0.13, 6.28, 0.00, -5.99, 0.14, 6.18, -0.00, 0.06, ovf, ovf, 8.8446, 10.3435, nan, -0.0140, 3.3125, -0.0000, 0
80.7260, ovf, 4.44, ovf, 5.60, ovf, 5.78, ovf, 4.80, 0.13, 6.34, 0.00, -5.99, 0.14, 6.19, -0.00, 0.03, ovf, ovf, 8.9018, 10.3422, nan, -0.0139, 3.2956, -0.0000, 0
82.1170, ovf, 4.52, ovf, 5.65, ovf, 5.79, ovf, 4.80, 0.13, 6.32, 0.00, -6.05, 0.14, 6.25, -0.00, 0.02, ovf, ovf, 8.9303, 10.3791, nan, -0.0141, 3.3136, -0.0000, 0
83.5090, ovf, 4.51, ovf, 5.63, ovf, 5.74, ovf, 4.85, 0.13, 6.36, 0.00, -5.97, 0.14, 6.22, -0.00, 0.01, ovf, ovf, 8.9119, 10.4677, nan, -0.0140, 3.2962, -0.0000, 0
84.9000, ovf, 4.40, ovf, 5.61, -3220438528.00, 5.77, ovf, 4.88, 0.13, 6.33, 0.00, -5.94, 0.14, 6.16, -0.00, 0.00, ovf, ovf, 8.9353, 10.5121, nan, -0.0139, 3.2609, -0.0000, 0
86.2930, ovf, 4.30, ovf, 5.71, -1610219264.00, 5.79, ovf, 4.84, 0.13, 6.31, 0.00, -5.97, 0.14, 6.18, -0.00, 0.00, ovf, ovf, 8.9470, 10.4265, nan, -0.0140, 3.2698, -0.0000, 0
87.6850, ovf, 4.15, ovf, 5.60, -805109632.00, 5.79, ovf, 4.82, 0.13, 6.36, 0.00, -5.98, 0.14, 6.24, -0.00, 0.05, ovf, ovf, 8.9982, 10.4213, nan, -0.0139, 3.3007, -0.0000, 0
89.0770, ovf, 4.08, ovf, 5.65, -402554816.00, 5.80, ovf, 4.86, 0.13, 6.38, 0.00, -5.99, 0.14, 6.22, -0.00, 0.08, ovf, ovf, 9.0238, 10.4889, nan, -0.0140, 3.2897, -0.0000, 0
90.4700, ovf, 4.04, ovf, 5.73, -201277408.00, 5.80, ovf, 4.83, 0.13, 6.34, 0.00, -6.00, 0.14, 6.21, -0.00, 0.04, ovf, ovf, 9.0366, 10.4149, nan, -0.0139, 3.3327, -0.0000, 0
91.8620, ovf, 3.97, ovf, 5.76, -100638704.00, 5.80, ovf, 4.81, 0.13, 6.27, 0.00, -6.00, 0.14, 6.16, -0.00, 0.07, ovf, ovf, 8.9977, 10.3780, nan, -0.0140, 3.2793, -0.0000, 0
93.2540, ovf, 3.88, ovf, 5.78, -50319352.00, 5.80, ovf, 4.86, 0.13, 6.33, 0.00, -5.95, 0.14, 6.18, -0.00, 0.08, ovf, ovf, 8.9782, 10.4672, nan, -0.0139, 3.2790, -0.0000, 0
94.6470, ovf, 3.94, ovf, 5.44, -25159676.00, 5.80, ovf, 4.83, 0.13, 6.22, 0.00, -5.97, 0.14, 6.19, -0.00, 0.09, ovf, ovf, 9.0138, 10.4416, nan, -0.0140, 3.2789, -0.0000, 0
96.0380, ovf, 4.07, ovf, 5.32, -12579838.00, 5.80, ovf, 4.86, 0.13, 6.21, 0.00, -5.99, 0.14, 6.19, -0.00, 0.05, ovf, ovf, 9.0316, 10.4989, nan, -0.0140, 3.2788, -0.0000, 0
97.4310, ovf, 4.14, ovf, 5.51, -6289919.00, 5.80, ovf, 4.83, 0.13, 6.30, 0.00, -5.94, 0.14, 6.30, -0.00, 0.12, ovf, ovf, 9.0405, 10.4200, nan, -0.0139, 3.3317, -0.0000, 0
98.8240, ovf, 4.07, ovf, 5.56, -3144959.50, 5.75, ovf, 4.92, 0.13, 6.35, 0.00, -5.97, 0.14, 6.25, -0.00, 0.11, ovf, ovf, 8.8778, 10.5958, nan, -0.0140, 3.3052, -0.0000, 0
100.2150, ovf, 4.23, ovf, 5.58, -1572479.50, 5.77, ovf, 4.86, 0.13, 6.38, 0.00, -5.99, 0.14, 6.22, -0.00, 0.11, ovf, ovf, 8.9636, 10.4684, nan, -0.0140, 3.2921, -0.0000, 0
101.6080, ovf, 4.22, ovf, 5.59, -786239.50, 5.79, ovf, 4.88, 0.13, 6.34, 0.00, -5.99, 0.14, 6.21, -0.00, 0.10, ovf, ovf, 8.9160, 10.5123, nan, -0.0140, 3.2854, -0.0000, 0
103.0010, ovf, 4.11, ovf, 5.64, -393119.56, 5.79, ovf, 4.89, 0.13, 6.37, 0.00, -6.00, 0.14, 6.21, -0.00, 0.05, ovf, ovf, 8.9827, 10.5344, nan, -0.0141, 3.2823, -0.0000, 0
104.3920, ovf, 4.10, 3085007616.00, 5.62, -196559.59, 5.80, ovf, 4.89, 0.13, 6.33, 0.00, -6.00, 0.14, 6.20, -0.00, 0.03, ovf, ovf, 8.9708, 10.5453, nan, -0.0141, 3.2805, -0.0000, 0
105.7850, ovf, 4.15, 1542503808.00, 5.61, -98279.60, 5.80, -2213280768.00, 4.95, 0.13, 6.32, 0.00, -6.00, 0.14, 6.20, -0.00, 0.01, ovf, ovf, 8.9648, 10.6586, nan, -0.0139, 3.2796, -0.0000, 0
107.1800, ovf, 4.13, 771251904.00, 5.56, -49139.60, 5.80, -1106640384.00, 4.97, 0.13, 6.36, 0.00, -6.00, 0.14, 6.20, -0.00, 0.06, ovf, ovf, 8.9619, 10.7152, nan, -0.0140, 3.2793, -0.0000, 0
108.5730, ovf, 3.96, 385625952.00, 5.48, -24569.60, 5.75, -553320192.00, 4.99, 0.13, 6.33, 0.00, -5.95, 0.14, 6.10, -0.00, 0.03, ovf, ovf, 8.8823, 10.7436, nan, -0.0139, 3.2261, -0.0000, 0
109.9670, ovf, 3.78, 192812976.00, 5.59, -12284.60, 5.72, -276660096.00, 4.94, 0.13, 6.31, 0.00, -5.97, 0.14, 6.10, -0.00, 0.06, ovf, ovf, 8.8878, 10.6499, nan, -0.0140, 3.2260, -0.0000, 0
111.3600, ovf, 3.69, 96406488.00, 5.59, -6142.10, 5.71, -138330048.00, 4.87, 0.13, 6.36, 0.00, -5.99, 0.14, 6.20, -0.00, 0.03, ovf, ovf, 8.8907, 10.4953, nan, -0.0140, 3.2788, -0.0000, 0
112.7530, ovf, 3.85, 48203244.00, 5.60, -3070.85, 5.76, -69165024.00, 4.84, 0.13, 6.33, 0.00, -5.99, 0.14, 6.20, -0.00, 0.02, ovf, ovf, 8.9248, 10.4180, nan, -0.0138, 3.2789, -0.0000, 0
114.1470, ovf, 3.82, 24101622.00, 5.55, -1535.23, 5.78, -34582512.00, 4.82, 0.13, 6.31, 0.00, -6.00, 0.14, 6.20, -0.00, 0.01, ovf, ovf, 8.9418, 10.4168, nan, -0.0139, 3.2788, -0.0000, 0
115.5410, ovf, 3.76, 12050811.00, 5.57, -767.41, 5.74, -17291256.00, 4.91, 0.13, 6.31, 0.00, -6.00, 0.14, 6.25, -0.00, 0.05, ovf, ovf, 8.9176, 10.5944, nan, -0.0140, 3.3052, -0.0000, 0
116.9340, ovf, 3.88, 6025405.50, 5.59, -383.51, 5.77, -8645628.00, 4.90, 0.13, 6.35, 0.00, -6.00, 0.14, 6.23, -0.00, 0.13, ovf, ovf, 8.9383, 10.5754, nan, -0.0140, 3.2920, -0.0000, 0
118.3280, ovf, 3.99, 3012702.75, 5.59, -191.56, 5.73, -4322814.00, 4.90, 0.13, 6.33, 0.00, -6.00, 0.14, 6.16, -0.00, 0.06, ovf, ovf, 8.8267, 10.5659, nan, -0.0139, 3.2589, -0.0000, 0
119.7210, ovf, 4.10, 1506351.37, 5.60, -95.58, 5.72, -2161406.50, 4.90, 0.13, 6.36, 0.00, -6.00, 0.14, 6.13, -0.00, 0.08, ovf, ovf, 8.8147, 10.5611, nan, -0.0140, 3.2424, -0.0000, 0
121.1140, ovf, 4.05, 753175.68, 5.55, -47.59, 5.76, -1080703.00, 4.90, 0.13, 6.33, 0.00, -5.95, 0.14, 6.17, -0.00, 0.04, ovf, ovf, 8.8870, 10.5588, nan, -0.0139, 3.2606, -0.0000, 0
122.5070, ovf, 4.22, 376587.90, 5.57, -23.60, 5.78, -540351.25, 4.90, 0.13, 6.32, 0.00, -5.92, 0.14, 6.18, -0.00, 0.02, ovf, ovf, 8.8775, 10.5575, nan, -0.0139, 3.2696, -0.0000, 0
123.9000, ovf, 4.26, 188294.01, 5.59, -11.60, 5.74, -270175.37, 4.95, 0.13, 6.26, 0.00, -5.96, 0.14, 6.24, -0.00, 0.06, ovf, ovf, 8.8854, 10.6646, nan, -0.0138, 3.3006, -0.0000, 0
125.2930, ovf, 4.28, 94147.07, 5.59, -5.60, 5.77, -135087.40, 4.98, 0.13, 6.23, 0.00, -5.98, 0.14, 6.22, -0.00, 0.08, ovf, ovf, 8.8769, 10.7181, nan, -0.0140, 3.2898, -0.0000, 0
126.6870, ovf, 4.24, 47073.60, 5.60, -2.61, 5.73, -67543.42, 4.94, 0.13, 6.26, 0.00, -5.99, 0.14, 6.11, -0.00, 0.14, ovf, ovf, 8.7960, 10.7138, nan, -0.0140, 3.2314, -0.0000, 0
128.0790, ovf, 4.17, 23536.86, 5.55, -1.10, 5.77, -33771.44, 4.97, 0.13, 6.23, 0.00, -6.00, 0.13, 6.16, -0.00, 0.12, ovf, ovf, 8.9228, 10.7426, nan, -0.0140, 3.2069, -0.0000, 0
129.4730, -2380126976.00, 4.09, 11768.49, 5.57, -0.35, 5.68, -16885.44, 4.98, 0.13, 6.22, 0.00, -5.95, 0.13, 6.18, -0.00, 0.16, ovf, ovf, 8.7863, 10.7571, nan, -0.0139, 3.2426, -0.0000, 0
130.8670, -1190063488.00, 3.99, 5884.30, 5.59, 0.02, 5.74, -8442.45, 4.94, 0.13, 6.21, 0.00, -5.97, 0.13, 6.14, -0.00, 0.18, ovf, ovf, 8.9178, 10.6566, nan, -0.0140, 3.2346, -0.0000, 0
132.2600, -595031744.00, 4.00, 2942.21, 5.59, 0.21, 5.72, -4220.95, 4.97, 0.13, 6.20, 0.00, -5.99, 0.14, 6.12, -0.00, 0.09, ovf, ovf, 8.8618, 10.7139, nan, -0.0140, 3.2302, -0.0000, 0
133.6540, -297515872.00, 4.00, 1471.17, 5.55, 0.30, 5.71, -2110.20, 4.94, 0.13, 6.20, 0.00, -5.99, 0.14, 6.06, -0.00, 0.10, -4090591488.0000, 3014556416.0000, 8.8777, 10.6350, nan, -0.0140, 3.2016, -0.0000, 0
135.0500, -148757936.00, 3.90, 735.64, 5.57, 0.35, 5.71, -1054.82, 4.97, 0.13, 6.25, 0.00, -5.95, 0.14, 6.13, -0.00, 0.10, -2045295744.0000, 1507278208.0000, 8.7965, 10.7032, nan, -0.0139, 3.2404, -0.0000, 0
136.4450, -74378968.00, 4.05, 367.88, 5.59, 0.37, 5.75, -527.13, 4.93, 0.13, 6.28, 0.00, -5.97, 0.14, 6.06, -0.00, 0.05, -1022647872.0000, 753639104.0000, 8.9230, 10.6671, nan, -0.0141, 3.2066, -0.0000, 0
137.8400, -37189484.00, 4.02, 184.00, 5.59, 0.38, 5.78, -263.29, 4.97, 0.13, 6.34, 0.00, -5.99, 0.14, 5.98, -0.00, 0.02, -511323936.0000, 376819552.0000, 8.8957, 10.7194, nan, -0.0141, 3.1637, -0.0000, 0
139.2360, -18594742.00, 3.96, 92.06, 5.60, 0.39, 5.69, -131.37, 4.98, 0.13, 6.27, 0.00, -5.99, 0.14, 6.09, -0.00, 0.01, -255661968.0000, 188409776.0000, 8.7290, 10.7454, nan, -0.0141, 3.2211, -0.0000, 0
140.6310, -9297371.00, 4.08, 46.09, 5.60, 0.39, 5.69, -65.41, 4.94, 0.13, 6.28, 0.00, -6.00, 0.14, 6.05, -0.00, 0.01, -127830976.0000, 94204888.0000, 8.7675, 10.6508, nan, -0.0141, 3.1971, -0.0000, 0
142.0260, -4648684.50, 4.14, 23.11, 5.60, 0.39, 5.70, -32.43, 4.92, 0.13, 6.24, 0.00, -5.95, 0.14, 6.02, -0.00, 0.00, -63915480.0000, 47102444.0000, 8.7868, 10.6035, nan, -0.0139, 3.2788, -0.0000, 0
