38.6200, 0.10, 4.50, 0.00, -3.86, -0.00, 0.06, 0.09, 4.08, 0.00, 0.00, ovf, ovf, ovf, ovf, 0.34, ovf, 2.6615, ovf, ovf, nan, 0.0001, 0.0725, -3677443.7500, ovf, 0
41.3800, 0.10, 4.48, 0.00, -3.87, -0.00, 0.06, 0.09, 4.07, 0.01, 0.00, ovf, ovf, ovf, ovf, 0.37, ovf, 2.6457, ovf, ovf, nan, 0.0000, 0.0806, -919354.5625, ovf, 0
44.1390, 0.10, 4.62, 0.00, -3.87, -0.00, 0.07, 0.09, 4.07, 0.00, 0.00, ovf, ovf, ovf, ovf, 0.40, ovf, 2.7285, ovf, ovf, nan, 0.0000, 0.1608, -229831.6875, ovf, 0
46.8980, 0.10, 4.35, 0.00, -3.89, -0.00, 0.02, 0.09, 4.04, 0.00, 0.00, ovf, ovf, ovf, ovf, 0.42, ovf, 2.5483, ovf, ovf, nan, 0.0000, 0.0402, -57450.5195, ovf, 0
49.6560, 0.10, 4.54, 0.00, -3.87, -0.00, 0.05, 0.09, 4.11, 0.00, -0.02, ovf, ovf, ovf, ovf, 0.45, ovf, 2.6470, ovf, ovf, nan, 0.0000, 0.0882, -14355.0234, ovf, 0
52.4160, 0.10, 4.43, 0.00, -3.84, -0.00, 0.04, 0.09, 4.08, 0.00, 0.02, ovf, ovf, ovf, ovf, 0.48, ovf, 2.5860, ovf, ovf, nan, 0.0008, 0.0924, -3580.6965, ovf, 0
55.1750, 0.10, 4.36, 0.00, -3.86, -0.00, 0.06, 0.09, 4.02, 0.01, 0.00, ovf, ovf, ovf, ovf, 0.50, ovf, 2.5421, ovf, -3886607616.0000, nan, 0.0002, 0.1411, -886.7352, ovf, 0
57.9360, 0.10, 4.41, 0.00, -3.92, -0.00, 0.04, 0.09, 4.03, 0.01, 0.03, ovf, ovf, ovf, ovf, 0.53, ovf, 2.5747, ovf, -971651904.0000, nan, 0.0008, 0.0353, -212.8731, ovf, 0
60.6950, 0.10, 4.40, 0.00, -3.90, -0.00, 0.08, 0.09, 4.03, 0.00, 0.01, ovf, ovf, ovf, ovf, 0.56, ovf, 2.5688, ovf, -242912976.0000, nan, 0.0002, 0.0877, -43.7771, ovf, 0
63.4550, 0.10, 4.43, 0.00, -3.90, -0.00, 0.10, 0.09, 4.06, 0.00, 0.00, ovf, ovf, ovf, ovf, 0.59, ovf, 2.5821, ovf, -60728244.0000, nan, 0.0001, 0.1079, -1.1577, ovf, 0
66.2150, 0.10, 4.38, 0.00, -3.90, -0.00, 0.10, 0.09, 4.01, 0.00, 0.00, ovf, 4124802304.00, ovf, ovf, 0.61, ovf, 2.5817, ovf, -15182061.0000, nan, 0.0000, 0.1684, 9.7685, ovf, 0
68.9750, 0.10, 4.40, 0.00, -3.95, -0.00, 0.07, 0.09, 4.00, 0.00, 0.00, ovf, 1031200576.00, ovf, ovf, 0.64, ovf, 2.5438, ovf, -3795515.2500, nan, 0.0000, 0.0421, 12.9414, ovf, 0
71.7350, 0.10, 4.32, 0.00, -3.91, -0.00, 0.07, 0.09, 4.03, 0.00, 0.03, 1952684416.00, 257800144.00, ovf, ovf, 0.66, ovf, 2.4668, ovf, -948878.8125, nan, 0.0008, 0.0660, 14.0132, ovf, 0
74.4970, 0.10, 4.33, 0.00, -3.88, -0.00, -0.01, 0.09, 3.98, 0.00, -0.02, 488171104.00, 64450036.00, ovf, ovf, 0.69, ovf, 2.4615, ovf, -237219.7031, nan, 0.0002, 0.1938, 13.9095, ovf, 0
77.2570, 0.10, 4.36, 0.00, -3.87, -0.00, 0.05, 0.09, 4.00, 0.00, 0.02, 122042776.00, 16112509.00, ovf, ovf, 0.72, ovf, 2.4492, ovf, -59304.9257, nan, 0.0008, 0.1078, 14.2552, ovf, 0
80.0190, 0.10, 4.34, 0.00, -3.87, -0.00, 0.04, 0.09, 4.00, 0.00, 0.01, 30510694.00, 4028127.25, 3925867520.00, ovf, 0.74, ovf, 2.5080, ovf, -14826.2314, nan, 0.0002, 0.0816, 14.3418, ovf, 0
82.7810, 0.10, 4.33, 0.00, -3.87, -0.00, 0.03, 0.09, 4.00, 0.00, 0.03, 7627673.50, 1007031.81, 981466880.00, ovf, 0.77, ovf, 2.4468, ovf, -3706.5578, nan, 0.0001, 0.1220, 14.3633, ovf, 0
85.5420, 0.10, 4.31, 0.00, -3.92, -0.00, 0.06, 0.09, 3.97, 0.00, 0.03, 1906918.87, 251757.98, 245366720.00, ovf, 0.80, ovf, 2.4434, ovf, -926.6395, nan, 0.0008, 0.0852, 14.1828, ovf, 0
88.3030, 0.10, 4.30, 0.00, -3.88, -0.00, 0.11, 0.09, 4.02, 0.00, 0.01, 476729.96, 62939.50, 61341680.00, ovf, 0.82, ovf, 2.4426, ovf, -231.6599, nan, 0.0002, 0.0213, 14.3235, ovf, 0
91.0650, 0.10, 4.35, 0.00, -3.87, -0.00, 0.08, 0.09, 4.00, 0.00, 0.00, 119182.81, 15734.92, 15335420.00, ovf, 0.85, ovf, 2.4444, ovf, -57.9150, nan, 0.0000, 0.1319, 14.2658, ovf, 0
93.8260, 0.10, 4.36, 0.00, -3.87, -0.00, 0.09, 0.09, 3.95, 0.00, 0.03, 29796.00, 3933.76, 3833855.00, ovf, 0.87, ovf, 2.4708, ovf, -14.4787, nan, 0.0008, 0.0923, 14.3443, ovf, 0
96.5870, 0.09, 4.34, 0.00, -3.92, -0.00, 0.07, 0.09, 3.99, 0.00, 0.01, 7449.28, 983.49, 958464.25, ovf, 0.86, ovf, 2.3360, ovf, -3.6197, nan, 0.0002, 0.1332, 14.3639, ovf, 0
99.3490, 0.10, 4.31, 0.00, -3.93, -0.00, 0.04, 0.09, 3.97, 0.00, 0.00, 1862.62, 245.97, 239616.56, ovf, 0.88, ovf, 2.4399, ovf, -0.9049, nan, 0.0000, 0.2700, 14.2759, ovf, 0
102.1100, 0.09, 4.28, 0.00, -3.91, -0.00, 0.04, 0.09, 3.94, 0.00, 0.00, 465.96, 61.52, 59904.61, ovf, 0.90, ovf, 2.3019, ovf, -0.2262, nan, 0.0000, 0.1269, 14.3468, ovf, 0
104.8710, 0.10, 4.29, 0.00, -3.93, -0.00, 0.06, 0.09, 3.94, 0.00, 0.03, 116.77, 15.45, 14976.63, ovf, 0.93, ovf, 2.4072, ovf, -0.0566, nan, 0.0008, 0.1973, 14.3646, ovf, 0
107.6320, 0.10, 4.30, 0.00, -3.93, -0.00, 0.04, 0.09, 3.98, 0.00, 0.03, 29.46, 3.89, 3744.63, ovf, 0.96, ovf, 2.4077, ovf, -0.0141, nan, 0.0010, 0.1009, 14.3690, ovf, 0
110.3930, 0.10, 4.32, 0.00, -3.96, -0.00, 0.06, 0.09, 4.00, 0.01, 0.03, 7.65, 1.05, 936.63, ovf, 0.98, ovf, 2.4219, ovf, -0.0035, nan, 0.0010, 0.1916, 14.3701, ovf, 0
113.1540, 0.10, 4.28, 0.00, -3.94, -0.00, 0.09, 0.09, 4.00, 0.01, 0.03, 2.20, 0.29, 234.63, ovf, 1.01, ovf, 2.3974, ovf, -0.0009, nan, 0.0010, 0.1034, 14.3703, ovf, 0
115.9140, 0.10, 4.27, 0.00, -3.88, -0.00, 0.05, 0.09, 3.97, 0.01, 0.03, 0.85, 0.12, 59.13, ovf, 1.04, ovf, 2.3912, ovf, -0.0002, nan, 0.0010, 0.1446, 14.3704, ovf, 0
118.6750, 0.09, 4.29, 0.00, -3.92, -0.00, 0.06, 0.09, 3.97, 0.00, 0.01, 0.53, 0.06, 15.26, ovf, 1.06, ovf, 2.3531, ovf, -0.0001, nan, 0.0003, 0.0986, 14.3704, ovf, 0
121.4360, 0.10, 4.30, 0.00, -3.93, -0.00, 0.12, 0.09, 3.92, 0.00, 0.00, 0.44, 0.04, 4.29, 1843329024.00, 1.09, -4205674240.00, 2.3941, ovf, -0.0000, nan, 0.0001, 0.0840, 14.2775, -1498855552.0000, 0
124.2000, 0.10, 4.30, 0.00, -3.91, -0.00, 0.08, 0.09, 3.95, 0.01, 0.03, 0.43, 0.03, 1.55, 460832256.00, 1.08, -1051418560.00, 2.4045, -1308535552.0000, -0.0000, nan, 0.0008, 0.0843, 14.3472, -374713888.0000, 0
126.9630, 0.10, 4.27, 0.00, -3.90, -0.00, 0.04, 0.09, 3.99, 0.00, 0.01, 0.45, 0.06, 0.86, 115208064.00, 1.09, -262854640.00, 2.3931, -327133888.0000, -0.0000, nan, 0.0002, 0.1539, 14.3647, -93678472.0000, 0
129.7270, 0.10, 4.24, 0.00, -3.98, -0.00, 0.04, 0.08, 3.97, 0.00, 0.00, 0.44, 0.06, 0.69, 28802016.00, 1.08, -65713660.00, 2.3763, -81783472.0000, -0.0000, nan, 0.0000, 0.1642, 14.2761, -23419618.0000, 0
132.4910, 0.09, 4.26, 0.00, -3.89, -0.00, 0.11, 0.09, 3.94, 0.00, 0.03, 0.41, 0.04, 0.65, 7200506.00, 1.05, -16428415.00, 2.3613, -20445868.0000, -0.0000, nan, 0.0008, 0.0997, 14.2540, -5854904.5000, 0
135.2550, 0.10, 4.19, 0.00, -3.87, -0.00, 0.08, 0.09, 3.89, 0.01, 0.01, 0.43, 0.06, 0.64, 1800129.50, 1.07, -4107103.75, 2.3404, -5111467.0000, -0.0000, nan, 0.0002, 0.1515, 14.1555, -1463725.7500, 0
138.0180, 0.09, 4.17, 0.00, -3.87, -0.00, 0.12, 0.09, 3.90, 0.01, 0.00, 0.45, 0.09, 0.64, 450035.21, 1.09, -1026775.93, 2.3109, -1277866.7500, -0.0000, nan, 0.0000, 0.2379, 14.2238, -365930.8437, 0
140.7820, 0.10, 4.19, 0.00, -3.94, -0.00, 0.05, 0.09, 3.97, 0.00, 0.05, 0.47, 0.10, 0.63, 112511.71, 1.08, -256693.84, 2.3418, -319466.7187, -0.0000, nan, 0.0008, 0.2720, 14.3338, -91481.9140, 0
143.5460, 0.10, 4.20, 0.00, -3.91, -0.00, 0.06, 0.09, 3.94, 0.00, 0.01, 0.48, 0.05, 0.63, 28130.83, 1.09, -64173.37, 2.3495, -79866.7031, -0.0000, nan, 0.0002, 0.1383, 14.3613, -22869.8378, 0
146.3090, 0.10, 4.22, 0.00, -3.90, -0.00, 0.02, 0.09, 3.94, 0.00, 0.03, 0.46, 0.06, 0.63, 7035.58, 1.12, -16043.24, 2.3654, -19966.7304, -0.0000, nan, 0.0008, 0.1674, 14.2752, -5716.7993, 0
149.0730, 0.10, 4.26, 0.00, -3.95, -0.00, 0.03, 0.09, 3.96, 0.00, 0.03, 0.44, 0.12, 0.63, 1761.75, 1.14, -4010.69, 2.3835, -4991.7592, -0.0000, nan, 0.0010, 0.2934, 14.1609, -1428.3559, 0
151.8350, 0.10, 4.26, 0.00, -3.94, -0.00, 0.06, 0.09, 3.94, 0.00, -0.02, 0.43, 0.05, 0.63, 443.31, 1.17, -1002.57, 2.3879, -1247.9691, -0.0000, nan, -0.0005, 0.1366, 14.2251, -356.3984, 0
154.5990, 0.10, 4.24, 0.00, -3.88, -0.00, 0.09, 0.09, 3.91, 0.01, -0.00, 0.41, 0.01, 0.63, 113.73, 1.20, -250.54, 2.3750, -312.0443, -0.0000, nan, -0.0001, 0.0342, 14.3341, -88.3934, 0
157.3610, 0.10, 4.26, 0.00, -3.92, -0.00, 0.07, 0.09, 3.88, 0.00, -0.00, 0.43, 0.05, 0.63, 31.33, 1.22, -62.56, 2.3857, -78.0405, -0.0000, nan, -0.0000, 0.1351, 14.3614, -21.5569, 0
160.1240, 0.10, 4.24, 0.00, -3.91, -0.00, 0.09, 0.09, 3.89, 0.01, -0.00, 0.45, 0.06, 0.64, 10.73, 1.21, -15.57, 2.3745, -19.5169, -0.0000, nan, -0.0000, 0.1681, 14.3909, -4.8595, 0
162.8860, 0.09, 4.24, 0.00, -3.93, -0.00, 0.10, 0.09, 3.97, 0.01, 0.02, 0.47, 0.04, 0.63, 5.58, 1.23, -3.82, 2.3466, -4.8860, -0.0000, nan, 0.0008, 0.1131, 14.3755, -0.6735, 0
165.6490, 0.10, 4.26, 0.00, -3.96, -0.00, 0.07, 0.08, 3.97, 0.00, 0.01, 0.46, 0.01, 0.63, 4.30, 1.25, -0.85, 2.3787, -1.2284, -0.0000, nan, 0.0002, 0.0283, 14.3718, 0.5691, 0
168.4120, 0.10, 4.26, 0.00, -3.91, -0.00, 0.07, 0.09, 3.92, 0.00, 0.00, 0.48, 0.03, 0.63, 3.97, 1.28, -0.16, 2.3867, -0.3826, -0.0000, nan, 0.0000, 0.0774, 14.3708, 0.5188, 0
171.1740, 0.10, 4.27, 0.00, -3.93, -0.00, 0.07, 0.09, 3.88, 0.00, 0.03, 0.46, 0.06, 0.63, 3.89, 1.30, 0.03, 2.3889, -0.1258, -0.0000, nan, 0.0008, 0.1529, 14.3706, 0.7063, 0
173.9360, 0.09, 4.22, 0.00, -3.91, -0.00, 0.07, 0.09, 3.92, 0.00, 0.03, 0.44, 0.06, 0.63, 3.85, 1.33, 0.06, 2.2630, -0.0609, -0.0000, nan, 0.0010, 0.1640, 14.2776, 0.5688, 0
176.6980, 0.09, 4.23, 0.00, -3.90, -0.00, 0.07, 0.08, 3.93, 0.00, 0.01, 0.43, 0.04, 0.63, 3.84, 1.32, 0.09, 2.3439, -0.0446, -0.0000, nan, 0.0002, 0.1043, 14.2544, 0.7187, 0
179.4610, 0.09, 4.26, 0.00, -3.93, -0.00, 0.07, 0.08, 3.88, 0.01, 0.00, 0.45, 0.09, 0.63, 3.83, 1.33, 0.12, 2.3031, -0.0405, -0.0000, nan, 0.0001, 0.2268, 14.2485, 0.9641, 0
182.2230, 0.09, 4.26, 0.00, -3.93, -0.00, 0.12, 0.08, 3.90, 0.01, 0.00, 0.48, 0.07, 0.63, 3.81, 1.36, 0.13, 2.3429, -0.0170, -0.0000, nan, 0.0000, 0.1989, 14.1542, 1.0410, 0
184.9840, 0.09, 4.24, 0.00, -3.96, -0.00, 0.10, 0.08, 3.95, 0.01, 0.03, 0.50, 0.04, 0.63, 3.83, 1.38, 0.06, 2.3388, -0.0571, -0.0000, nan, 0.0008, 0.1247, 14.2235, 0.4642, 0
187.7470, 0.10, 4.26, 0.00, -3.91, -0.00, 0.03, 0.09, 3.91, 0.01, 0.01, 0.53, 0.04, 0.63, 3.86, 1.37, 0.09, 2.3768, -0.0445, -0.0000, nan, 0.0002, 0.1101, 14.3337, 0.7153, 0
190.5090, 0.09, 4.24, 0.00, -3.88, -0.00, 0.06, 0.09, 3.95, 0.01, 0.00, 0.51, 0.06, 0.63, 3.86, 1.39, 0.07, 2.3230, -0.0631, -0.0000, nan, 0.0000, 0.1767, 14.3612, 0.5866, 0
193.2710, 0.10, 4.29, 0.00, -3.87, -0.00, 0.09, 0.08, 3.89, 0.00, 0.00, 0.53, 0.04, 0.63, 3.84, 1.37, 0.12, 2.3868, -0.0452, -0.0000, nan, 0.0000, 0.1231, 14.2752, 0.9467, 0
196.0330, 0.09, 4.25, 0.00, -3.97, -0.00, 0.07, 0.08, 3.90, 0.00, 0.00, 0.56, 0.11, 0.63, 3.84, 1.35, 0.08, 2.3497, -0.0182, -0.0000, nan, 0.0000, 0.3620, 14.2538, 0.6289, 0
198.7960, 0.10, 4.19, 0.00, -3.94, -0.00, 0.09, 0.08, 3.90, 0.00, 0.00, 0.56, 0.08, 0.63, 3.86, 1.32, 0.07, 2.3375, -0.0349, -0.0000, nan, 0.0000, 0.2561, 14.3413, 0.5416, 0
201.5580, 0.10, 4.25, 0.00, -3.96, -0.00, 0.07, 0.08, 3.82, 0.00, 0.03, 0.54, 0.07, 0.63, 3.86, 1.29, 0.07, 2.3764, -0.0391, -0.0000, nan, 0.0008, 0.2211, 14.3631, 0.5120, 0
204.3200, 0.10, 4.19, 0.00, -3.89, -0.00, 0.12, 0.08, 3.81, 0.01, 0.01, 0.56, 0.09, 0.63, 3.79, 1.31, 0.12, 2.3443, -0.0391, -0.0000, nan, 0.0002, 0.3037, 14.0900, 0.8967, 0
207.0820, 0.09, 4.17, 0.00, -3.95, -0.00, 0.05, 0.08, 3.90, 0.00, 0.00, 0.56, 0.07, 0.63, 3.85, 1.33, 0.08, 2.2870, -0.0166, -0.0000, nan, 0.0000, 0.2415, 14.3004, 0.6164, 0
209.8450, 0.10, 4.24, 0.00, -3.94, -0.00, 0.06, 0.08, 3.93, 0.00, 0.00, 0.58, 0.04, 0.63, 3.81, 1.32, 0.09, 2.3638, -0.0570, -0.0000, nan, 0.0000, 0.1471, 14.1671, 0.7306, 0
212.6070, 0.10, 4.21, 0.00, -0.88, -0.00, 0.02, 0.08, 3.91, 0.00, 0.00, 0.61, 0.04, 0.63, 3.80, 1.33, 0.12, 2.3550, -0.0127, -0.0000, nan, 0.0000, 0.1274, 14.1339, 0.9662, 0
215.3680, 0.09, 4.20, 0.00, -0.20, -0.00, 0.10, 0.08, 3.83, 0.00, 0.00, 0.60, 0.11, 0.64, 3.85, 1.36, 0.11, 2.3280, -0.0016, -0.0000, nan, 0.0000, 0.3787, 14.3340, 0.8416, 0
218.1300, 0.09, 4.20, 0.00, 0.00, -0.00, 0.08, 0.08, 3.86, 0.00, 0.00, 0.59, 0.08, 0.63, 3.79, 1.34, 0.05, 2.3211, 0.0004, -0.0000, nan, 0.0000, 0.2681, 14.0827, 0.4065, 0
220.8930, 0.10, 4.20, 0.00, 0.08, -0.00, 0.09, 0.09, 3.91, 0.00, 0.03, 0.59, 0.07, 0.63, 3.80, 1.36, 0.11, 2.3443, 0.0017, -0.0000, nan, 0.0008, 0.2405, 14.1126, 0.9016, 0
223.6550, 0.09, 4.18, 0.00, 0.04, -0.00, 0.10, 0.09, 3.88, 0.00, 0.01, 0.61, 0.07, 0.63, 3.85, 1.34, 0.13, 2.3113, 0.0012, -0.0000, nan, 0.0002, 0.2414, 14.3061, 1.0098, 0
226.4160, 0.10, 4.17, 0.00, -0.09, -0.00, 0.05, 0.09, 3.89, 0.00, 0.00, 0.64, 0.04, 0.63, 3.86, 1.36, 0.06, 2.3279, -0.0013, -0.0000, nan, 0.0000, 0.1549, 14.3544, 0.4524, 0
229.1780, 0.10, 4.22, 0.00, 0.05, -0.00, 0.09, 0.08, 3.90, 0.00, 0.05, 0.66, 0.06, 0.63, 3.84, 1.34, 0.09, 2.3601, 0.0020, -0.0000, nan, 0.0016, 0.2348, 14.2735, 0.7014, 0
231.9400, 0.10, 4.23, 0.00, 0.06, -0.00, 0.05, 0.08, 3.90, 0.00, 0.01, 0.65, 0.09, 0.64, 3.81, 1.32, 0.05, 2.3680, 0.0013, -0.0000, nan, 0.0004, 0.3423, 14.1822, 0.3675, 0
234.7010, 0.10, 4.26, 0.00, 0.07, -0.00, 0.09, 0.08, 3.87, 0.00, 0.05, 0.65, 0.05, 0.63, 3.83, 1.33, 0.06, 2.3841, 0.0011, -0.0000, nan, 0.0009, 0.1801, 14.2305, 0.4841, 0
237.4630, 0.09, 4.19, 0.00, 0.09, -0.00, 0.07, 0.08, 3.94, 0.00, 0.09, 0.63, 0.04, 0.63, 3.81, 1.32, 0.09, 2.2969, 0.0018, -0.0000, nan, 0.0018, 0.1357, 14.1496, 0.6976, 0
240.2250, 0.10, 4.22, 0.00, 0.05, -0.00, 0.02, 0.08, 3.91, 0.00, 0.02, 0.64, 0.08, 0.63, 3.83, 1.33, 0.10, 2.3523, 0.0012, -0.0000, nan, 0.0004, 0.3175, 14.2223, 0.7627, 0
242.9870, 0.10, 4.21, 0.00, 0.06, -0.00, 0.05, 0.09, 3.98, 0.00, 0.01, 0.64, 0.10, 0.63, 3.86, 1.36, 0.07, 2.3522, 0.0011, -0.0000, nan, 0.0001, 0.3630, 14.3335, 0.5907, 0
245.7480, 0.09, 4.25, 0.08, 3.47, -0.00, 0.11, 0.09, 3.99, 0.00, 0.00, 0.65, 0.12, 0.63, 3.84, 1.34, 0.12, 2.3543, 2.1473, -0.0000, nan, 0.0000, 0.4689, 14.2683, 0.9320, 0
248.5110, 0.09, 4.21, 0.10, 4.27, -0.00, 0.05, 0.08, 3.90, 0.00, 0.00, 0.65, 0.08, 0.63, 3.83, 1.32, 0.10, 2.3276, 2.5990, -0.0000, nan, 0.0000, 0.3063, 14.2521, 0.8096, 0
251.2730, 0.10, 4.20, 0.10, 4.44, -0.00, 0.06, 0.09, 3.92, 0.01, 0.00, 0.65, 0.05, 0.63, 3.86, 1.29, 0.10, 2.3460, 2.6715, -0.0000, nan, 0.0000, 0.1711, 14.3409, 0.7672, 0
254.0360, 0.10, 4.20, 0.10, 4.41, -0.00, 0.09, 0.08, 3.73, 0.00, 0.03, 0.67, 0.06, 0.63, 3.84, 1.27, 0.13, 2.3507, 2.6187, -0.0000, nan, 0.0008, 0.2396, 14.2703, 0.9293, 0
256.7970, 0.09, 4.15, 0.10, 4.40, -0.00, 0.05, 0.09, 3.98, 0.00, 0.01, 0.69, 0.04, 0.63, 3.83, 1.24, 0.13, 2.2996, 2.5798, -0.0000, nan, 0.0002, 0.1623, 14.2525, 0.9542, 0
259.5600, 0.09, 4.21, 0.10, 4.35, -0.00, 0.09, 0.09, 3.97, 0.00, 0.03, 0.68, 0.01, 0.63, 3.78, 1.25, 0.13, 2.3281, 2.5663, -0.0000, nan, 0.0008, 0.0406, 14.0624, 0.9760, 0
262.3230, 0.09, 4.15, 0.10, 4.36, -0.00, 0.07, 0.09, 3.82, 0.00, 0.01, 0.69, 0.08, 0.63, 3.80, 1.28, 0.11, 2.1970, 2.5778, -0.0000, nan, 0.0002, 0.3172, 14.1077, 0.8088, 0
265.0860, 0.09, 4.16, 0.10, 4.32, -0.00, 0.02, 0.09, 3.95, 0.00, 0.03, 0.68, 0.04, 0.63, 3.80, 1.30, 0.10, 2.2995, 2.5511, -0.0000, nan, 0.0008, 0.1777, 14.1191, 0.7788, 0
267.8470, 0.09, 4.17, 0.10, 4.30, -0.00, 0.08, 0.08, 3.86, 0.00, 0.01, 0.69, 0.09, 0.63, 3.80, 1.29, 0.10, 2.2758, 2.4695, -0.0000, nan, 0.0002, 0.3515, 14.1218, 0.7595, 0
270.6100, 0.09, 4.17, 0.10, 4.30, -0.00, 0.09, 0.08, 3.92, 0.00, 0.00, 0.70, 0.07, 0.63, 3.85, 1.31, 0.13, 2.2950, 2.4233, -0.0000, nan, 0.0001, 0.2926, 14.3084, 0.9586, 0
273.3720, 0.09, 4.19, 0.10, 4.25, -0.00, 0.10, 0.08, 3.85, 0.00, 0.03, 0.70, 0.07, 0.63, 3.84, 1.33, 0.11, 2.3136, 2.3840, -0.0000, nan, 0.0008, 0.2778, 14.2622, 0.8279, 0
276.1350, 0.09, 4.17, 0.10, 4.19, -0.00, 0.07, 0.08, 3.89, 0.00, 0.01, 0.70, 0.04, 0.63, 3.78, 1.36, 0.10, 2.2785, 2.3462, -0.0000, nan, 0.0002, 0.1718, 14.0648, 0.8070, 0
278.8960, 0.09, 4.22, 0.10, 4.22, -0.00, 0.07, 0.08, 3.87, 0.00, 0.00, 0.68, 0.06, 0.63, 3.77, 1.38, 0.08, 2.2485, 2.3646, -0.0000, nan, 0.0000, 0.2398, 14.0153, 0.6096, 0
