11.7280, 0.40, 2.89, 0.41, 2.85, 0.26, 2.64, 0.04, 2.08, 0.27, 2.64, 0.27, 2.87, 0.26, 3.16, 0.27, 2.94, 7.4931, 7.5911, 4.4898, nan, 4.5650, 4.9512, 5.2614, 5.0890, 0
14.6620, 0.54, 2.77, 0.55, 2.68, 0.40, 2.52, 0.04, 2.11, 0.41, 2.54, 0.41, 2.76, 0.40, 3.11, 0.41, 2.79, 9.7359, 9.6144, 6.6043, nan, 6.7293, 7.3144, 8.0566, 7.3846, 0
17.5980, 0.68, 2.66, 0.70, 2.53, 0.55, 2.42, 0.04, 2.09, 0.55, 2.42, 0.55, 2.66, 0.54, 3.00, 0.55, 2.67, 11.8282, 11.4949, 8.6184, nan, 8.7121, 9.5340, 10.5728, 9.5572, 0
20.5330, 0.83, 2.48, 0.72, 2.60, 0.69, 2.29, 0.04, 2.08, 0.70, 2.30, 0.70, 2.54, 0.69, 2.92, 0.70, 2.53, 13.2786, 12.2830, 10.2716, nan, 10.4445, 11.4949, 13.0101, 11.4202, 0
23.4690, 0.85, 2.60, 0.73, 2.62, 0.84, 2.15, 0.04, 2.10, 0.72, 2.42, 0.84, 2.39, 0.83, 2.89, 0.84, 2.32, 14.3656, 12.3914, 11.6470, nan, 11.3750, 13.0467, 15.6014, 12.6474, 0
26.4050, 0.85, 2.63, 0.73, 2.54, 0.74, 2.56, 0.04, 2.12, 0.73, 2.49, 0.87, 2.48, 0.85, 2.98, 0.74, 2.67, 14.6280, 12.0368, 12.2499, nan, 11.7883, 13.9872, 16.5798, 12.8783, 0
29.3390, 0.85, 2.66, 0.73, 2.62, 0.84, 2.28, 0.04, 2.12, 0.73, 2.51, 0.87, 2.51, 0.86, 2.98, 0.85, 2.40, 14.7644, 12.4409, 12.4452, nan, 11.9363, 14.2168, 16.6496, 13.1731, 0
32.2750, 0.85, 2.69, 0.73, 2.64, 0.86, 2.36, 0.04, 2.12, 0.73, 2.52, 0.87, 2.54, 0.86, 3.00, 0.87, 2.47, 14.9839, 12.4968, 13.2274, nan, 11.9391, 14.3384, 16.7544, 13.8817, 0
35.2100, 0.86, 2.67, 0.73, 2.64, 0.86, 2.41, 0.04, 2.12, 0.73, 2.55, 0.87, 2.57, 0.86, 3.03, 0.87, 2.49, 14.8465, 12.5066, 13.5451, nan, 12.1087, 14.5580, 16.9713, 14.0941, 0
38.1460, 0.85, 2.66, 0.73, 2.66, 0.86, 2.42, 0.04, 2.12, 0.73, 2.56, 0.87, 2.60, 0.86, 3.01, 0.87, 2.50, 14.8007, 12.5983, 13.5981, nan, 12.1364, 14.6779, 16.8079, 14.1294, 0
41.0820, 0.85, 2.66, 0.73, 2.68, 0.86, 2.44, 0.04, 2.10, 0.73, 2.53, 0.87, 2.62, 0.86, 3.02, 0.87, 2.48, 14.7931, 12.6922, 13.7006, nan, 11.9943, 14.8150, 16.8740, 14.0411, 0
44.0160, 0.85, 2.68, 0.73, 2.66, 0.86, 2.47, 0.04, 2.10, 0.73, 2.55, 0.87, 2.59, 0.86, 3.04, 0.87, 2.50, 14.8845, 12.6407, 13.9051, nan, 12.0955, 14.6265, 16.9781, 14.1206, 0
46.9520, 0.85, 2.68, 0.73, 2.63, 0.86, 2.48, 0.04, 2.10, 0.73, 2.58, 0.87, 2.61, 0.86, 3.04, 0.87, 2.52, 14.9111, 12.4624, 13.9391, nan, 12.1915, 14.7835, 17.0086, 14.2281, 0
49.8870, 0.85, 2.68, 0.73, 2.67, 0.86, 2.50, 0.04, 2.13, 0.73, 2.55, 0.87, 2.60, 0.86, 3.06, 0.87, 2.52, 14.9156, 12.6815, 14.0386, nan, 12.0826, 14.7155, 17.0938, 14.2460, 0
52.8230, 0.85, 2.68, 0.73, 2.66, 0.86, 2.52, 0.04, 2.14, 0.73, 2.57, 0.87, 2.53, 0.86, 3.06, 0.87, 2.54, 14.9169, 12.6389, 14.1488, nan, 12.2117, 14.3382, 17.1080, 14.3323, 0
55.7590, 0.85, 2.73, 0.73, 2.61, 0.86, 2.50, 0.04, 2.11, 0.73, 2.60, 0.87, 2.57, 0.86, 3.04, 0.87, 2.52, 15.1951, 12.3945, 14.0735, nan, 12.3124, 14.5471, 17.0172, 14.2634, 0
58.6930, 0.85, 2.74, 0.73, 2.67, 0.86, 2.50, 0.04, 2.12, 0.73, 2.57, 0.87, 2.55, 0.86, 3.01, 0.87, 2.55, 15.2415, 12.6702, 14.0609, nan, 12.1704, 14.3934, 16.8157, 14.4403, 0
61.6290, 0.86, 2.74, 0.73, 2.66, 0.86, 2.52, 0.04, 2.10, 0.73, 2.59, 0.87, 2.56, 0.86, 3.05, 0.87, 2.54, 15.2612, 12.6370, 14.1526, nan, 12.2831, 14.4620, 17.0617, 14.3756, 0
64.5650, 0.86, 2.72, 0.73, 2.64, 0.86, 2.50, 0.04, 2.05, 0.73, 2.55, 0.87, 2.53, 0.86, 3.03, 0.87, 2.52, 15.1598, 12.5524, 14.0741, nan, 12.0978, 14.2850, 16.9162, 14.2706, 0
67.5010, 0.86, 2.72, 0.73, 2.66, 0.86, 2.52, 0.04, 2.13, 0.73, 2.54, 0.87, 2.60, 0.86, 3.04, 0.87, 2.45, 15.1544, 12.6060, 14.1548, nan, 12.0669, 14.7266, 16.9982, 13.8762, 0
70.4360, 0.86, 2.69, 0.73, 2.69, 0.86, 2.52, 0.04, 2.10, 0.73, 2.59, 0.87, 2.58, 0.86, 3.06, 0.87, 2.51, 14.9562, 12.7725, 14.1682, nan, 12.2659, 14.6117, 17.0920, 14.1874, 0
73.3710, 0.85, 2.73, 0.73, 2.65, 0.86, 2.52, 0.04, 2.07, 0.73, 2.60, 0.87, 2.63, 0.86, 3.04, 0.87, 2.52, 15.1897, 12.5635, 14.1704, nan, 12.3323, 14.8867, 17.0275, 14.2392, 0
76.3070, 0.85, 2.74, 0.73, 2.64, 0.86, 2.45, 0.04, 2.09, 0.73, 2.57, 0.87, 2.64, 0.86, 3.01, 0.87, 2.49, 15.2406, 12.5401, 13.7959, nan, 12.1742, 14.9211, 16.8173, 14.0595, 0
79.2430, 0.85, 2.74, 0.73, 2.64, 0.86, 2.49, 0.04, 2.10, 0.73, 2.61, 0.87, 2.59, 0.86, 3.05, 0.87, 2.51, 15.2371, 12.5248, 14.0147, nan, 12.3733, 14.6441, 17.0619, 14.2179, 0
82.1780, 0.85, 2.72, 0.73, 2.61, 0.86, 2.48, 0.04, 2.08, 0.73, 2.60, 0.87, 2.61, 0.86, 3.06, 0.87, 2.52, 15.1438, 12.3525, 13.9464, nan, 12.3169, 14.7865, 17.1026, 14.2444, 0
85.1140, 0.85, 2.74, 0.73, 2.67, 0.86, 2.51, 0.04, 2.10, 0.73, 2.58, 0.87, 2.64, 0.86, 3.04, 0.87, 2.52, 15.2329, 12.6518, 14.1335, nan, 12.2507, 14.9160, 17.0162, 14.2487, 0
88.0490, 0.85, 2.74, 0.85, 2.24, 0.86, 2.50, 0.04, 2.13, 0.73, 2.53, 0.87, 2.61, 0.86, 3.06, 0.87, 2.52, 15.2358, 12.3342, 14.0709, nan, 12.0023, 14.7490, 17.0951, 14.2385, 0
90.9840, 0.85, 2.74, 0.75, 2.71, 0.86, 2.52, 0.04, 2.09, 0.73, 2.54, 0.87, 2.58, 0.86, 3.01, 0.87, 2.54, 15.2363, 13.1348, 14.1542, nan, 12.0509, 14.6269, 16.8285, 14.3420, 0
93.9200, 0.85, 2.72, 0.73, 2.67, 0.86, 2.50, 0.04, 2.08, 0.73, 2.57, 0.87, 2.58, 0.86, 3.05, 0.87, 2.52, 15.1436, 12.7144, 14.0744, nan, 12.1721, 14.6060, 17.0638, 14.2650, 0
96.8560, 0.85, 2.74, 0.73, 2.73, 0.86, 2.52, 0.04, 2.06, 0.73, 2.58, 0.87, 2.61, 0.86, 3.06, 0.87, 2.52, 15.2329, 12.9489, 14.1548, nan, 12.2152, 14.7916, 17.1030, 14.2522, 0
99.7910, 0.85, 2.72, 0.73, 2.70, 0.86, 2.50, 0.04, 2.11, 0.73, 2.61, 0.87, 2.64, 0.86, 3.04, 0.87, 2.52, 15.1431, 12.8417, 14.0636, nan, 12.3920, 14.9167, 17.0163, 14.2500, 0
102.7260, 0.85, 2.75, 0.73, 2.65, 0.86, 2.52, 0.04, 2.05, 0.73, 2.62, 0.87, 2.59, 0.86, 3.04, 0.87, 2.50, 15.3255, 12.5636, 14.1531, nan, 12.4325, 14.6544, 17.0019, 14.1554, 0
105.6620, 0.85, 2.73, 0.73, 2.69, 0.86, 2.52, 0.04, 2.11, 0.73, 2.57, 0.87, 2.60, 0.86, 3.06, 0.87, 2.52, 15.1585, 12.7775, 14.1679, nan, 12.1800, 14.6939, 17.0927, 14.2339, 0
108.5980, 0.85, 2.75, 0.73, 2.63, 0.86, 2.50, 0.04, 2.13, 0.73, 2.58, 0.87, 2.63, 0.86, 3.04, 0.87, 2.50, 15.3161, 12.4852, 14.0767, nan, 12.2389, 14.9004, 17.0146, 14.1528, 0
111.5330, 0.85, 2.73, 0.73, 2.72, 0.86, 2.52, 0.04, 2.04, 0.73, 2.60, 0.87, 2.57, 0.86, 3.06, 0.87, 2.52, 15.1685, 12.9226, 14.1442, nan, 12.3164, 14.5574, 17.0947, 14.2334, 0
114.4690, 0.85, 2.72, 0.73, 2.75, 0.86, 2.50, 0.04, 2.04, 0.73, 2.58, 0.87, 2.56, 0.86, 3.04, 0.87, 2.47, 15.1324, 13.0627, 14.0727, nan, 12.2397, 14.4893, 17.0150, 13.9643, 0
117.4040, 0.86, 2.72, 0.73, 2.69, 0.86, 2.52, 0.04, 2.09, 0.73, 2.58, 0.87, 2.54, 0.86, 3.07, 0.87, 2.48, 15.1498, 12.7815, 14.1545, nan, 12.2155, 14.3837, 17.1881, 14.0137, 0
120.3400, 0.86, 2.72, 0.73, 2.75, 0.86, 2.52, 0.04, 2.06, 0.73, 2.60, 0.87, 2.61, 0.86, 3.03, 0.87, 2.51, 15.1532, 13.0391, 14.1682, nan, 12.3125, 14.7545, 16.9373, 14.2102, 0
123.2750, 0.86, 2.72, 0.73, 2.71, 0.86, 2.50, 0.04, 2.11, 0.73, 2.58, 0.87, 2.62, 0.86, 3.02, 0.87, 2.55, 15.1538, 12.8567, 14.0767, nan, 12.2391, 14.8048, 16.8955, 14.4315, 0
126.2110, 0.86, 2.74, 0.73, 2.65, 0.86, 2.50, 0.04, 2.09, 0.73, 2.56, 0.87, 2.62, 0.86, 3.04, 0.87, 2.53, 15.2346, 12.5775, 14.0614, nan, 12.1478, 14.8247, 16.9818, 14.2800, 0
129.1470, 0.85, 2.72, 0.85, 2.34, 0.86, 2.50, 0.04, 2.08, 0.73, 2.56, 0.87, 2.60, 0.86, 3.01, 0.87, 2.50, 15.1434, 12.8899, 14.0589, nan, 12.1325, 14.7223, 16.8098, 14.1604, 0
132.0820, 0.85, 2.75, 0.75, 2.66, 0.86, 2.47, 0.04, 2.13, 0.73, 2.58, 0.87, 2.63, 0.86, 3.02, 0.87, 2.50, 15.3135, 12.9109, 13.8710, nan, 12.2310, 14.9051, 16.8743, 14.1405, 0
135.0170, 0.85, 2.76, 0.73, 2.73, 0.86, 2.46, 0.04, 2.14, 0.73, 2.58, 0.87, 2.62, 0.86, 3.05, 0.87, 2.48, 15.3539, 12.9936, 13.8398, nan, 12.2256, 14.8299, 17.0714, 14.0430, 0
137.9530, 0.86, 2.73, 0.73, 2.70, 0.86, 2.54, 0.04, 2.11, 0.73, 2.55, 0.87, 2.62, 0.86, 3.03, 0.87, 2.50, 15.1862, 12.8492, 14.3032, nan, 12.0773, 14.8174, 16.9309, 14.1210, 0
140.8890, 0.85, 2.74, 0.85, 2.33, 0.86, 2.52, 0.04, 2.10, 0.73, 2.56, 0.87, 2.62, 0.86, 3.02, 0.87, 2.52, 15.2281, 12.8210, 14.1929, nan, 12.1427, 14.8492, 16.8944, 14.2282, 0
143.8250, 0.85, 2.74, 0.75, 2.79, 0.86, 2.49, 0.04, 2.10, 0.73, 2.59, 0.87, 2.64, 0.86, 3.00, 0.87, 2.50, 15.2470, 13.5324, 13.9871, nan, 12.2894, 14.9149, 16.7952, 14.1518, 0
